L1,L2,m1,m2,dd1,st,pr
5.103000e+01,8.100000e-01,5,145,2.903823e+00,1.064000e+01,2.729157e-01
5.103000e+01,8.100000e-01,5,150,2.897026e+00,1.058000e+01,2.738210e-01
5.103000e+01,8.100000e-01,5,155,2.894816e+00,1.061000e+01,2.728384e-01
5.103000e+01,8.100000e-01,5,160,2.900500e+00,1.058000e+01,2.741494e-01
5.103000e+01,8.100000e-01,5,165,2.896302e+00,1.055000e+01,2.745310e-01
5.103000e+01,8.100000e-01,5,170,2.893280e+00,1.063000e+01,2.721806e-01
5.103000e+01,8.100000e-01,5,175,2.897590e+00,1.059000e+01,2.736157e-01
5.103000e+01,8.100000e-01,5,180,2.894461e+00,1.067000e+01,2.712710e-01
5.103000e+01,8.100000e-01,5,185,2.894982e+00,1.064000e+01,2.720848e-01
5.103000e+01,8.100000e-01,5,190,2.897486e+00,1.057000e+01,2.741236e-01
5.103000e+01,8.100000e-01,5,195,2.890435e+00,1.060000e+01,2.726825e-01
5.103000e+01,8.100000e-01,5,200,2.896738e+00,1.058000e+01,2.737937e-01
5.103000e+01,8.100000e-01,5,205,2.892955e+00,1.064000e+01,2.718942e-01
5.103000e+01,8.100000e-01,5,210,2.900407e+00,1.057000e+01,2.743999e-01
5.103000e+01,8.100000e-01,5,215,2.898425e+00,1.065000e+01,2.721525e-01
5.103000e+01,8.100000e-01,5,220,2.891588e+00,1.057000e+01,2.735655e-01
5.103000e+01,8.100000e-01,5,225,2.901089e+00,1.063000e+01,2.729152e-01
5.103000e+01,8.100000e-01,5,230,2.900585e+00,1.059000e+01,2.738985e-01
5.103000e+01,8.100000e-01,5,235,2.890072e+00,1.062000e+01,2.721349e-01
5.103000e+01,8.100000e-01,5,240,2.895360e+00,1.059000e+01,2.734051e-01
5.103000e+01,8.100000e-01,5,245,2.901507e+00,1.063000e+01,2.729545e-01
5.103000e+01,8.100000e-01,5,250,2.900795e+00,1.060000e+01,2.736599e-01
5.103000e+01,8.100000e-01,5,255,2.901299e+00,1.062000e+01,2.731920e-01
5.103000e+01,8.100000e-01,5,260,2.901698e+00,1.059000e+01,2.740036e-01
5.103000e+01,8.100000e-01,5,265,2.905384e+00,1.065000e+01,2.728060e-01
5.103000e+01,8.100000e-01,5,270,2.896964e+00,1.059000e+01,2.735566e-01
5.103000e+01,8.100000e-01,5,275,2.892538e+00,1.063000e+01,2.721108e-01
5.103000e+01,8.100000e-01,5,280,2.893129e+00,1.059000e+01,2.731944e-01
5.103000e+01,8.100000e-01,5,285,2.905237e+00,1.065000e+01,2.727922e-01
5.103000e+01,8.100000e-01,5,290,2.902941e+00,1.058000e+01,2.743801e-01
5.103000e+01,8.100000e-01,5,295,2.897309e+00,1.063000e+01,2.725596e-01
5.103000e+01,8.100000e-01,5,300,2.896549e+00,1.059000e+01,2.735173e-01
5.103000e+01,8.100000e-01,5,305,2.892754e+00,1.062000e+01,2.723874e-01
5.103000e+01,8.100000e-01,5,310,2.890896e+00,1.062000e+01,2.722125e-01
5.103000e+01,8.100000e-01,5,315,2.895574e+00,1.059000e+01,2.734253e-01
5.103000e+01,8.100000e-01,5,320,2.900707e+00,1.061000e+01,2.733936e-01
5.103000e+01,8.100000e-01,5,325,2.901192e+00,1.061000e+01,2.734394e-01
5.103000e+01,8.100000e-01,5,330,2.902425e+00,1.061000e+01,2.735556e-01
5.103000e+01,8.100000e-01,5,335,2.899154e+00,1.060000e+01,2.735051e-01
5.103000e+01,8.100000e-01,5,340,2.900071e+00,1.062000e+01,2.730763e-01
5.103000e+01,8.100000e-01,5,345,2.900552e+00,1.059000e+01,2.738954e-01
5.103000e+01,8.100000e-01,5,350,2.901350e+00,1.061000e+01,2.734543e-01
5.103000e+01,8.100000e-01,5,355,2.902367e+00,1.061000e+01,2.735501e-01
5.103000e+01,8.100000e-01,5,360,2.900465e+00,1.060000e+01,2.736288e-01
5.103000e+01,8.100000e-01,5,365,2.899890e+00,1.063000e+01,2.728025e-01
5.103000e+01,8.100000e-01,5,370,2.902059e+00,1.060000e+01,2.737791e-01
5.103000e+01,8.100000e-01,5,375,2.900965e+00,1.062000e+01,2.731605e-01
5.103000e+01,8.100000e-01,5,380,2.898853e+00,1.061000e+01,2.732190e-01
5.103000e+01,8.100000e-01,5,385,2.898272e+00,1.060000e+01,2.734219e-01
5.103000e+01,8.100000e-01,5,390,2.899483e+00,1.064000e+01,2.725078e-01
5.103000e+01,8.100000e-01,5,395,2.895859e+00,1.060000e+01,2.731942e-01
5.103000e+01,8.100000e-01,5,400,2.895296e+00,1.062000e+01,2.726268e-01
5.103000e+01,8.100000e-01,5,405,2.898489e+00,1.062000e+01,2.729274e-01
5.103000e+01,8.100000e-01,5,410,2.901503e+00,1.061000e+01,2.734687e-01
5.103000e+01,8.100000e-01,5,415,2.900579e+00,1.064000e+01,2.726108e-01
5.103000e+01,8.100000e-01,5,420,2.902940e+00,1.060000e+01,2.738623e-01
5.103000e+01,8.100000e-01,5,425,2.899333e+00,1.062000e+01,2.730069e-01
5.103000e+01,8.100000e-01,5,430,2.901989e+00,1.063000e+01,2.729999e-01
5.103000e+01,8.100000e-01,5,435,2.903521e+00,1.059000e+01,2.741757e-01
5.103000e+01,8.100000e-01,5,440,2.899566e+00,1.061000e+01,2.732862e-01
5.103000e+01,8.100000e-01,5,445,2.901217e+00,1.061000e+01,2.734417e-01
5.103000e+01,8.100000e-01,5,450,2.898462e+00,1.058000e+01,2.739567e-01
5.103000e+01,8.100000e-01,5,455,2.902632e+00,1.062000e+01,2.733175e-01
5.103000e+01,8.100000e-01,5,460,2.901386e+00,1.062000e+01,2.732001e-01
5.103000e+01,8.100000e-01,5,465,2.898270e+00,1.061000e+01,2.731640e-01
5.103000e+01,8.100000e-01,5,470,2.899767e+00,1.063000e+01,2.727908e-01
5.103000e+01,8.100000e-01,5,475,2.899312e+00,1.061000e+01,2.732622e-01
5.103000e+01,8.100000e-01,5,480,2.901984e+00,1.060000e+01,2.737721e-01
5.103000e+01,8.100000e-01,5,485,2.902320e+00,1.064000e+01,2.727744e-01
5.103000e+01,8.100000e-01,5,490,2.894640e+00,1.060000e+01,2.730793e-01
5.103000e+01,8.100000e-01,5,495,2.894035e+00,1.061000e+01,2.727648e-01
5.103000e+01,8.100000e-01,5,500,2.905081e+00,1.061000e+01,2.738060e-01
5.184000e+01,8.100000e-01,5,5,2.927453e+00,1.065000e+01,2.748782e-01
5.184000e+01,8.100000e-01,5,10,2.940934e+00,1.056000e+01,2.784975e-01
5.184000e+01,8.100000e-01,5,15,2.945203e+00,1.058000e+01,2.783746e-01
5.184000e+01,8.100000e-01,5,20,2.933503e+00,1.077000e+01,2.723772e-01
5.184000e+01,8.100000e-01,5,25,2.944976e+00,1.071000e+01,2.749744e-01
5.184000e+01,8.100000e-01,5,30,2.942750e+00,1.077000e+01,2.732359e-01
5.184000e+01,8.100000e-01,5,35,2.938430e+00,1.066000e+01,2.756501e-01
5.184000e+01,8.100000e-01,5,40,2.940146e+00,1.065000e+01,2.760701e-01
5.184000e+01,8.100000e-01,5,45,2.945994e+00,1.065000e+01,2.766191e-01
5.184000e+01,8.100000e-01,5,50,2.942821e+00,1.076000e+01,2.734963e-01
5.184000e+01,8.100000e-01,5,55,2.943421e+00,1.068000e+01,2.756012e-01
5.184000e+01,8.100000e-01,5,60,2.944844e+00,1.079000e+01,2.729235e-01
5.184000e+01,8.100000e-01,5,65,2.948115e+00,1.067000e+01,2.762995e-01
5.184000e+01,8.100000e-01,5,70,2.948562e+00,1.069000e+01,2.758243e-01
5.184000e+01,8.100000e-01,5,75,2.943187e+00,1.071000e+01,2.748074e-01
5.184000e+01,8.100000e-01,5,80,2.946137e+00,1.062000e+01,2.774140e-01
5.184000e+01,8.100000e-01,5,85,2.946877e+00,1.061000e+01,2.777452e-01
5.184000e+01,8.100000e-01,5,90,2.946916e+00,1.072000e+01,2.748989e-01
5.184000e+01,8.100000e-01,5,95,2.936894e+00,1.076000e+01,2.729456e-01
5.184000e+01,8.100000e-01,5,100,2.947483e+00,1.072000e+01,2.749518e-01
5.184000e+01,8.100000e-01,5,105,2.949486e+00,1.069000e+01,2.759107e-01
5.184000e+01,8.100000e-01,5,110,2.944433e+00,1.063000e+01,2.769927e-01
5.184000e+01,8.100000e-01,5,115,2.938337e+00,1.073000e+01,2.738432e-01
5.184000e+01,8.100000e-01,5,120,2.940085e+00,1.069000e+01,2.750313e-01
5.184000e+01,8.100000e-01,5,125,2.946149e+00,1.063000e+01,2.771542e-01
5.184000e+01,8.100000e-01,5,130,2.942891e+00,1.070000e+01,2.750366e-01
5.184000e+01,8.100000e-01,5,135,2.943215e+00,1.071000e+01,2.748100e-01
5.184000e+01,8.100000e-01,5,140,2.945947e+00,1.066000e+01,2.763553e-01
5.184000e+01,8.100000e-01,5,145,2.937285e+00,1.071000e+01,2.742563e-01
5.184000e+01,8.100000e-01,5,150,2.945067e+00,1.071000e+01,2.749829e-01
5.184000e+01,8.100000e-01,5,155,2.947160e+00,1.067000e+01,2.762099e-01
5.184000e+01,8.100000e-01,5,160,2.943375e+00,1.075000e+01,2.738023e-01
5.184000e+01,8.100000e-01,5,165,2.940415e+00,1.070000e+01,2.748052e-01
5.184000e+01,8.100000e-01,5,170,2.937596e+00,1.066000e+01,2.755719e-01
5.184000e+01,8.100000e-01,5,175,2.943343e+00,1.072000e+01,2.745656e-01
5.184000e+01,8.100000e-01,5,180,2.941152e+00,1.064000e+01,2.764241e-01
5.184000e+01,8.100000e-01,5,185,2.942097e+00,1.070000e+01,2.749624e-01
5.184000e+01,8.100000e-01,5,190,2.949250e+00,1.066000e+01,2.766651e-01
5.184000e+01,8.100000e-01,5,195,2.941120e+00,1.070000e+01,2.748710e-01
5.184000e+01,8.100000e-01,5,200,2.947154e+00,1.072000e+01,2.749211e-01
5.184000e+01,8.100000e-01,5,205,2.941207e+00,1.066000e+01,2.759106e-01
5.184000e+01,8.100000e-01,5,210,2.943995e+00,1.069000e+01,2.753971e-01
5.184000e+01,8.100000e-01,5,215,2.945086e+00,1.065000e+01,2.765339e-01
5.184000e+01,8.100000e-01,5,220,2.946610e+00,1.071000e+01,2.751270e-01
5.184000e+01,8.100000e-01,5,225,2.942291e+00,1.065000e+01,2.762715e-01
5.184000e+01,8.100000e-01,5,230,2.941256e+00,1.070000e+01,2.748838e-01
5.184000e+01,8.100000e-01,5,235,2.940863e+00,1.066000e+01,2.758783e-01
5.184000e+01,8.100000e-01,5,240,2.941058e+00,1.072000e+01,2.743524e-01
5.184000e+01,8.100000e-01,5,245,2.942543e+00,1.066000e+01,2.760360e-01
5.184000e+01,8.100000e-01,5,250,2.945966e+00,1.072000e+01,2.748102e-01
5.184000e+01,8.100000e-01,5,255,2.946412e+00,1.068000e+01,2.758813e-01
5.184000e+01,8.100000e-01,5,260,2.941019e+00,1.072000e+01,2.743488e-01
5.184000e+01,8.100000e-01,5,265,2.938777e+00,1.065000e+01,2.759415e-01
5.184000e+01,8.100000e-01,5,270,2.944947e+00,1.070000e+01,2.752287e-01
5.184000e+01,8.100000e-01,5,275,2.940230e+00,1.067000e+01,2.755604e-01
5.184000e+01,8.100000e-01,5,280,2.937964e+00,1.070000e+01,2.745761e-01
5.184000e+01,8.100000e-01,5,285,2.944275e+00,1.068000e+01,2.756812e-01
5.184000e+01,8.100000e-01,5,290,2.947021e+00,1.071000e+01,2.751653e-01
5.184000e+01,8.100000e-01,5,295,2.936218e+00,1.065000e+01,2.757012e-01
5.184000e+01,8.100000e-01,5,300,2.942398e+00,1.070000e+01,2.749905e-01
5.184000e+01,8.100000e-01,5,305,2.946174e+00,1.070000e+01,2.753433e-01
5.184000e+01,8.100000e-01,5,310,2.946159e+00,1.068000e+01,2.758576e-01
5.184000e+01,8.100000e-01,5,315,2.938389e+00,1.069000e+01,2.748727e-01
5.184000e+01,8.100000e-01,5,320,2.945897e+00,1.070000e+01,2.753175e-01
5.184000e+01,8.100000e-01,5,325,2.945860e+00,1.072000e+01,2.748004e-01
5.184000e+01,8.100000e-01,5,330,2.941086e+00,1.068000e+01,2.753825e-01
5.184000e+01,8.100000e-01,5,335,2.943838e+00,1.070000e+01,2.751251e-01
5.184000e+01,8.100000e-01,5,340,2.945302e+00,1.066000e+01,2.762948e-01
5.184000e+01,8.100000e-01,5,345,2.945021e+00,1.070000e+01,2.752356e-01
5.184000e+01,8.100000e-01,5,350,2.944594e+00,1.072000e+01,2.746823e-01
5.184000e+01,8.100000e-01,5,355,2.944401e+00,1.069000e+01,2.754351e-01
5.184000e+01,8.100000e-01,5,360,2.946542e+00,1.070000e+01,2.753777e-01
5.184000e+01,8.100000e-01,5,365,2.949493e+00,1.069000e+01,2.759114e-01
5.184000e+01,8.100000e-01,5,370,2.945210e+00,1.071000e+01,2.749963e-01
5.184000e+01,8.100000e-01,5,375,2.945331e+00,1.072000e+01,2.747510e-01
5.184000e+01,8.100000e-01,5,380,2.946366e+00,1.068000e+01,2.758770e-01
5.184000e+01,8.100000e-01,5,385,2.947415e+00,1.070000e+01,2.754594e-01
5.184000e+01,8.100000e-01,5,390,2.944185e+00,1.067000e+01,2.759311e-01
5.184000e+01,8.100000e-01,5,395,2.948279e+00,1.071000e+01,2.752828e-01
5.184000e+01,8.100000e-01,5,400,2.944538e+00,1.070000e+01,2.751904e-01
5.184000e+01,8.100000e-01,5,405,2.941348e+00,1.069000e+01,2.751495e-01
5.184000e+01,8.100000e-01,5,410,2.947546e+00,1.071000e+01,2.752144e-01
5.184000e+01,8.100000e-01,5,415,2.946789e+00,1.068000e+01,2.759166e-01
5.184000e+01,8.100000e-01,5,420,2.949839e+00,1.071000e+01,2.754285e-01
5.184000e+01,8.100000e-01,5,425,2.944835e+00,1.070000e+01,2.752183e-01
5.184000e+01,8.100000e-01,5,430,2.941120e+00,1.069000e+01,2.751281e-01
5.184000e+01,8.100000e-01,5,435,2.945039e+00,1.070000e+01,2.752373e-01
5.184000e+01,8.100000e-01,5,440,2.947757e+00,1.068000e+01,2.760072e-01
5.184000e+01,8.100000e-01,5,445,2.943591e+00,1.068000e+01,2.756171e-01
5.184000e+01,8.100000e-01,5,450,2.944816e+00,1.070000e+01,2.752165e-01
5.184000e+01,8.100000e-01,5,455,2.951646e+00,1.069000e+01,2.761128e-01
5.184000e+01,8.100000e-01,5,460,2.947705e+00,1.071000e+01,2.752292e-01
5.184000e+01,8.100000e-01,5,465,2.946761e+00,1.070000e+01,2.753982e-01
5.184000e+01,8.100000e-01,5,470,2.948362e+00,1.070000e+01,2.755479e-01
5.184000e+01,8.100000e-01,5,475,2.948668e+00,1.070000e+01,2.755764e-01
5.184000e+01,8.100000e-01,5,480,2.943377e+00,1.069000e+01,2.753393e-01
5.184000e+01,8.100000e-01,5,485,2.945972e+00,1.067000e+01,2.760986e-01
5.184000e+01,8.100000e-01,5,490,2.938522e+00,1.070000e+01,2.746282e-01
5.184000e+01,8.100000e-01,5,495,2.944767e+00,1.067000e+01,2.759857e-01
5.184000e+01,8.100000e-01,5,500,2.947269e+00,1.069000e+01,2.757033e-01
5.265000e+01,8.100000e-01,5,5,2.980998e+00,1.066000e+01,2.796433e-01
5.265000e+01,8.100000e-01,5,10,2.994606e+00,1.067000e+01,2.806566e-01
5.265000e+01,8.100000e-01,5,15,2.980064e+00,1.070000e+01,2.785106e-01
5.265000e+01,8.100000e-01,5,20,2.975818e+00,1.077000e+01,2.763062e-01
5.265000e+01,8.100000e-01,5,25,2.988132e+00,1.081000e+01,2.764230e-01
5.265000e+01,8.100000e-01,5,30,2.979753e+00,1.077000e+01,2.766716e-01
5.265000e+01,8.100000e-01,5,35,2.992656e+00,1.075000e+01,2.783866e-01
5.265000e+01,8.100000e-01,5,40,2.989404e+00,1.079000e+01,2.770532e-01
5.265000e+01,8.100000e-01,5,45,2.990733e+00,1.076000e+01,2.779491e-01
5.265000e+01,8.100000e-01,5,50,2.993369e+00,1.078000e+01,2.776780e-01
5.265000e+01,8.100000e-01,5,55,2.988343e+00,1.082000e+01,2.761870e-01
5.265000e+01,8.100000e-01,5,60,2.981431e+00,1.080000e+01,2.760585e-01
5.265000e+01,8.100000e-01,5,65,2.990433e+00,1.083000e+01,2.761250e-01
5.265000e+01,8.100000e-01,5,70,2.990144e+00,1.088000e+01,2.748294e-01
5.265000e+01,8.100000e-01,5,75,2.987361e+00,1.076000e+01,2.776358e-01
5.265000e+01,8.100000e-01,5,80,2.994228e+00,1.078000e+01,2.777577e-01
5.265000e+01,8.100000e-01,5,85,2.993340e+00,1.074000e+01,2.787095e-01
5.265000e+01,8.100000e-01,5,90,2.991490e+00,1.074000e+01,2.785372e-01
5.265000e+01,8.100000e-01,5,95,2.987503e+00,1.071000e+01,2.789452e-01
5.265000e+01,8.100000e-01,5,100,2.990768e+00,1.081000e+01,2.766668e-01
5.265000e+01,8.100000e-01,5,105,2.993951e+00,1.077000e+01,2.779898e-01
5.265000e+01,8.100000e-01,5,110,2.985367e+00,1.070000e+01,2.790063e-01
5.265000e+01,8.100000e-01,5,115,2.990249e+00,1.071000e+01,2.792016e-01
5.265000e+01,8.100000e-01,5,120,2.982891e+00,1.084000e+01,2.751744e-01
5.265000e+01,8.100000e-01,5,125,2.993524e+00,1.076000e+01,2.782086e-01
5.265000e+01,8.100000e-01,5,130,2.994964e+00,1.074000e+01,2.788607e-01
5.265000e+01,8.100000e-01,5,135,2.983691e+00,1.078000e+01,2.767802e-01
5.265000e+01,8.100000e-01,5,140,2.988086e+00,1.076000e+01,2.777032e-01
5.265000e+01,8.100000e-01,5,145,2.990935e+00,1.072000e+01,2.790052e-01
5.265000e+01,8.100000e-01,5,150,2.988427e+00,1.080000e+01,2.767062e-01
5.265000e+01,8.100000e-01,5,155,2.989713e+00,1.076000e+01,2.778543e-01
5.265000e+01,8.100000e-01,5,160,2.985646e+00,1.071000e+01,2.787718e-01
5.265000e+01,8.100000e-01,5,165,2.987369e+00,1.079000e+01,2.768646e-01
5.265000e+01,8.100000e-01,5,170,2.985045e+00,1.074000e+01,2.779372e-01
5.265000e+01,8.100000e-01,5,175,2.988078e+00,1.078000e+01,2.771872e-01
5.265000e+01,8.100000e-01,5,180,2.991498e+00,1.081000e+01,2.767343e-01
5.265000e+01,8.100000e-01,5,185,2.984718e+00,1.074000e+01,2.779067e-01
5.265000e+01,8.100000e-01,5,190,2.989751e+00,1.080000e+01,2.768288e-01
5.265000e+01,8.100000e-01,5,195,2.995078e+00,1.074000e+01,2.788713e-01
5.265000e+01,8.100000e-01,5,200,2.990196e+00,1.079000e+01,2.771266e-01
5.265000e+01,8.100000e-01,5,205,2.991261e+00,1.077000e+01,2.777401e-01
5.265000e+01,8.100000e-01,5,210,2.992178e+00,1.078000e+01,2.775675e-01
5.265000e+01,8.100000e-01,5,215,2.989753e+00,1.080000e+01,2.768290e-01
5.265000e+01,8.100000e-01,5,220,2.990329e+00,1.076000e+01,2.779116e-01
5.265000e+01,8.100000e-01,5,225,2.988434e+00,1.077000e+01,2.774776e-01
5.265000e+01,8.100000e-01,5,230,2.989953e+00,1.075000e+01,2.781352e-01
5.265000e+01,8.100000e-01,5,235,2.988832e+00,1.080000e+01,2.767437e-01
5.265000e+01,8.100000e-01,5,240,2.987389e+00,1.074000e+01,2.781554e-01
5.265000e+01,8.100000e-01,5,245,2.982014e+00,1.079000e+01,2.763683e-01
5.265000e+01,8.100000e-01,5,250,2.990134e+00,1.074000e+01,2.784110e-01
5.265000e+01,8.100000e-01,5,255,2.988229e+00,1.079000e+01,2.769443e-01
5.265000e+01,8.100000e-01,5,260,2.967556e+00,1.082000e+01,2.742658e-01
5.265000e+01,8.100000e-01,5,265,2.982296e+00,1.079000e+01,2.763944e-01
5.265000e+01,8.100000e-01,5,270,2.990268e+00,1.074000e+01,2.784235e-01
5.265000e+01,8.100000e-01,5,275,2.988387e+00,1.078000e+01,2.772159e-01
5.265000e+01,8.100000e-01,5,280,2.988093e+00,1.077000e+01,2.774460e-01
5.265000e+01,8.100000e-01,5,285,2.985883e+00,1.078000e+01,2.769835e-01
5.265000e+01,8.100000e-01,5,290,2.993034e+00,1.074000e+01,2.786810e-01
5.265000e+01,8.100000e-01,5,295,2.988426e+00,1.077000e+01,2.774769e-01
5.265000e+01,8.100000e-01,5,300,2.983420e+00,1.078000e+01,2.767551e-01
5.265000e+01,8.100000e-01,5,305,2.985830e+00,1.074000e+01,2.780102e-01
5.265000e+01,8.100000e-01,5,310,2.987730e+00,1.077000e+01,2.774122e-01
5.265000e+01,8.100000e-01,5,315,2.993014e+00,1.076000e+01,2.781612e-01
5.265000e+01,8.100000e-01,5,320,2.989288e+00,1.078000e+01,2.772995e-01
5.265000e+01,8.100000e-01,5,325,2.987483e+00,1.075000e+01,2.779054e-01
5.265000e+01,8.100000e-01,5,330,2.987058e+00,1.079000e+01,2.768358e-01
5.265000e+01,8.100000e-01,5,335,2.987797e+00,1.075000e+01,2.779346e-01
5.265000e+01,8.100000e-01,5,340,2.990340e+00,1.079000e+01,2.771400e-01
5.265000e+01,8.100000e-01,5,345,2.984051e+00,1.079000e+01,2.765571e-01
5.265000e+01,8.100000e-01,5,350,2.986084e+00,1.074000e+01,2.780339e-01
5.265000e+01,8.100000e-01,5,355,2.992349e+00,1.080000e+01,2.770694e-01
5.265000e+01,8.100000e-01,5,360,2.995387e+00,1.076000e+01,2.783817e-01
5.265000e+01,8.100000e-01,5,365,2.991057e+00,1.077000e+01,2.777212e-01
5.265000e+01,8.100000e-01,5,370,2.985781e+00,1.077000e+01,2.772313e-01
5.265000e+01,8.100000e-01,5,375,2.982611e+00,1.077000e+01,2.769369e-01
5.265000e+01,8.100000e-01,5,380,2.994190e+00,1.077000e+01,2.780121e-01
5.265000e+01,8.100000e-01,5,385,2.990245e+00,1.077000e+01,2.776457e-01
5.265000e+01,8.100000e-01,5,390,2.991303e+00,1.078000e+01,2.774864e-01
5.265000e+01,8.100000e-01,5,395,2.995119e+00,1.077000e+01,2.780984e-01
5.265000e+01,8.100000e-01,5,400,2.994516e+00,1.077000e+01,2.780424e-01
5.265000e+01,8.100000e-01,5,405,2.986882e+00,1.079000e+01,2.768195e-01
5.265000e+01,8.100000e-01,5,410,2.986967e+00,1.076000e+01,2.775991e-01
5.265000e+01,8.100000e-01,5,415,2.987749e+00,1.077000e+01,2.774140e-01
5.265000e+01,8.100000e-01,5,420,2.986102e+00,1.076000e+01,2.775188e-01
5.265000e+01,8.100000e-01,5,425,2.989084e+00,1.078000e+01,2.772805e-01
5.265000e+01,8.100000e-01,5,430,2.985254e+00,1.078000e+01,2.769252e-01
5.265000e+01,8.100000e-01,5,435,2.985022e+00,1.075000e+01,2.776765e-01
5.265000e+01,8.100000e-01,5,440,2.995962e+00,1.078000e+01,2.779185e-01
5.265000e+01,8.100000e-01,5,445,2.992867e+00,1.078000e+01,2.776314e-01
5.265000e+01,8.100000e-01,5,450,2.983086e+00,1.076000e+01,2.772385e-01
5.265000e+01,8.100000e-01,5,455,2.989352e+00,1.077000e+01,2.775628e-01
5.265000e+01,8.100000e-01,5,460,2.990892e+00,1.077000e+01,2.777059e-01
5.265000e+01,8.100000e-01,5,465,2.983956e+00,1.077000e+01,2.770619e-01
5.265000e+01,8.100000e-01,5,470,2.986976e+00,1.078000e+01,2.770850e-01
5.265000e+01,8.100000e-01,5,475,2.985165e+00,1.076000e+01,2.774317e-01
5.265000e+01,8.100000e-01,5,480,2.989258e+00,1.076000e+01,2.778121e-01
5.265000e+01,8.100000e-01,5,485,2.988356e+00,1.076000e+01,2.777282e-01
5.265000e+01,8.100000e-01,5,490,2.988448e+00,1.077000e+01,2.774789e-01
5.265000e+01,8.100000e-01,5,495,2.990987e+00,1.076000e+01,2.779728e-01
5.265000e+01,8.100000e-01,5,500,2.989449e+00,1.078000e+01,2.773144e-01
5.346000e+01,8.100000e-01,5,5,3.024869e+00,1.071000e+01,2.824341e-01
5.346000e+01,8.100000e-01,5,10,3.042803e+00,1.083000e+01,2.809606e-01
5.346000e+01,8.100000e-01,5,15,3.028235e+00,1.079000e+01,2.806520e-01
5.346000e+01,8.100000e-01,5,20,3.028149e+00,1.079000e+01,2.806440e-01
5.346000e+01,8.100000e-01,5,25,3.034361e+00,1.085000e+01,2.796646e-01
5.346000e+01,8.100000e-01,5,30,3.024747e+00,1.075000e+01,2.813718e-01
5.346000e+01,8.100000e-01,5,35,3.022998e+00,1.078000e+01,2.804265e-01
5.346000e+01,8.100000e-01,5,40,3.037251e+00,1.085000e+01,2.799310e-01
5.346000e+01,8.100000e-01,5,45,3.034455e+00,1.096000e+01,2.768663e-01
5.346000e+01,8.100000e-01,5,50,3.033315e+00,1.082000e+01,2.803433e-01
5.346000e+01,8.100000e-01,5,55,3.030843e+00,1.092000e+01,2.775497e-01
5.346000e+01,8.100000e-01,5,60,3.028241e+00,1.075000e+01,2.816969e-01
5.346000e+01,8.100000e-01,5,65,3.033537e+00,1.090000e+01,2.783062e-01
5.346000e+01,8.100000e-01,5,70,3.025338e+00,1.082000e+01,2.796061e-01
5.346000e+01,8.100000e-01,5,75,3.033658e+00,1.090000e+01,2.783172e-01
5.346000e+01,8.100000e-01,5,80,3.042605e+00,1.094000e+01,2.781175e-01
5.346000e+01,8.100000e-01,5,85,3.032298e+00,1.089000e+01,2.784479e-01
5.346000e+01,8.100000e-01,5,90,3.033636e+00,1.081000e+01,2.806324e-01
5.346000e+01,8.100000e-01,5,95,3.034989e+00,1.079000e+01,2.812779e-01
5.346000e+01,8.100000e-01,5,100,3.035208e+00,1.080000e+01,2.810378e-01
5.346000e+01,8.100000e-01,5,105,3.033468e+00,1.093000e+01,2.775360e-01
5.346000e+01,8.100000e-01,5,110,3.030634e+00,1.086000e+01,2.790639e-01
5.346000e+01,8.100000e-01,5,115,3.039760e+00,1.084000e+01,2.804207e-01
5.346000e+01,8.100000e-01,5,120,3.029920e+00,1.082000e+01,2.800296e-01
5.346000e+01,8.100000e-01,5,125,3.043761e+00,1.090000e+01,2.792442e-01
5.346000e+01,8.100000e-01,5,130,3.033599e+00,1.086000e+01,2.793369e-01
5.346000e+01,8.100000e-01,5,135,3.033897e+00,1.082000e+01,2.803971e-01
5.346000e+01,8.100000e-01,5,140,3.037919e+00,1.089000e+01,2.789641e-01
5.346000e+01,8.100000e-01,5,145,3.034037e+00,1.088000e+01,2.788637e-01
5.346000e+01,8.100000e-01,5,150,3.038242e+00,1.084000e+01,2.802806e-01
5.346000e+01,8.100000e-01,5,155,3.031937e+00,1.091000e+01,2.779044e-01
5.346000e+01,8.100000e-01,5,160,3.041410e+00,1.088000e+01,2.795414e-01
5.346000e+01,8.100000e-01,5,165,3.033654e+00,1.082000e+01,2.803747e-01
5.346000e+01,8.100000e-01,5,170,3.029565e+00,1.087000e+01,2.787088e-01
5.346000e+01,8.100000e-01,5,175,3.032934e+00,1.082000e+01,2.803081e-01
5.346000e+01,8.100000e-01,5,180,3.034537e+00,1.085000e+01,2.796808e-01
5.346000e+01,8.100000e-01,5,185,3.037152e+00,1.085000e+01,2.799218e-01
5.346000e+01,8.100000e-01,5,190,3.035970e+00,1.082000e+01,2.805887e-01
5.346000e+01,8.100000e-01,5,195,3.035703e+00,1.088000e+01,2.790168e-01
5.346000e+01,8.100000e-01,5,200,3.034136e+00,1.082000e+01,2.804193e-01
5.346000e+01,8.100000e-01,5,205,3.039289e+00,1.088000e+01,2.793464e-01
5.346000e+01,8.100000e-01,5,210,3.036441e+00,1.083000e+01,2.803731e-01
5.346000e+01,8.100000e-01,5,215,3.040505e+00,1.088000e+01,2.794582e-01
5.346000e+01,8.100000e-01,5,220,3.040985e+00,1.084000e+01,2.805337e-01
5.346000e+01,8.100000e-01,5,225,3.032121e+00,1.086000e+01,2.792008e-01
