L1,L2,m1,m2,dd1,st,pr,rms
7.047000e+01,8.100000e-01,5,375,3.727473e-01,1.243300e+01,3.727473e-01,3.710447e+00
7.047000e+01,8.100000e-01,5,380,3.727060e-01,1.243000e+01,3.727060e-01,3.711929e+00
7.047000e+01,8.100000e-01,5,385,3.725715e-01,1.242700e+01,3.725715e-01,3.713681e+00
7.047000e+01,8.100000e-01,5,390,3.725941e-01,1.242600e+01,3.725941e-01,3.712331e+00
7.047000e+01,8.100000e-01,5,395,3.725740e-01,1.243800e+01,3.725740e-01,3.709200e+00
7.047000e+01,8.100000e-01,5,400,3.725716e-01,1.242100e+01,3.725716e-01,3.710515e+00
7.047000e+01,8.100000e-01,5,405,3.726656e-01,1.243600e+01,3.726656e-01,3.713471e+00
7.047000e+01,8.100000e-01,5,410,3.727981e-01,1.242700e+01,3.727981e-01,3.715516e+00
7.047000e+01,8.100000e-01,5,415,3.727364e-01,1.243600e+01,3.727364e-01,3.709979e+00
7.047000e+01,8.100000e-01,5,420,3.726574e-01,1.242400e+01,3.726574e-01,3.710470e+00
7.047000e+01,8.100000e-01,5,425,3.726322e-01,1.243500e+01,3.726322e-01,3.712405e+00
7.047000e+01,8.100000e-01,5,430,3.725066e-01,1.242400e+01,3.725066e-01,3.713807e+00
7.047000e+01,8.100000e-01,5,435,3.725598e-01,1.242700e+01,3.725598e-01,3.709653e+00
7.047000e+01,8.100000e-01,5,440,3.726208e-01,1.243500e+01,3.726208e-01,3.709894e+00
7.047000e+01,8.100000e-01,5,445,3.726313e-01,1.242400e+01,3.726313e-01,3.711405e+00
7.047000e+01,8.100000e-01,5,450,3.727334e-01,1.243600e+01,3.727334e-01,3.714293e+00
7.047000e+01,8.100000e-01,5,455,3.726708e-01,1.242500e+01,3.726708e-01,3.714486e+00
7.047000e+01,8.100000e-01,5,460,3.726610e-01,1.243300e+01,3.726610e-01,3.709654e+00
7.047000e+01,8.100000e-01,5,465,3.725352e-01,1.242900e+01,3.725352e-01,3.710404e+00
7.047000e+01,8.100000e-01,5,470,3.725405e-01,1.243100e+01,3.725405e-01,3.712198e+00
7.047000e+01,8.100000e-01,5,475,3.725716e-01,1.243000e+01,3.725716e-01,3.713909e+00
7.047000e+01,8.100000e-01,5,480,3.725957e-01,1.242600e+01,3.725957e-01,3.711117e+00
7.047000e+01,8.100000e-01,5,485,3.726112e-01,1.243400e+01,3.726112e-01,3.710101e+00
7.047000e+01,8.100000e-01,5,490,3.726174e-01,1.242600e+01,3.726174e-01,3.711273e+00
7.047000e+01,8.100000e-01,5,495,3.727199e-01,1.243400e+01,3.727199e-01,3.713625e+00
7.047000e+01,8.100000e-01,5,500,3.726906e-01,1.242600e+01,3.726906e-01,3.714806e+00
7.128000e+01,8.100000e-01,5,5,3.728457e-01,1.248200e+01,3.728457e-01,3.769716e+00
7.128000e+01,8.100000e-01,5,10,3.725988e-01,1.243000e+01,3.725988e-01,3.771847e+00
7.128000e+01,8.100000e-01,5,15,3.728987e-01,1.252900e+01,3.728987e-01,3.775160e+00
7.128000e+01,8.100000e-01,5,20,3.737048e-01,1.251400e+01,3.737048e-01,3.775395e+00
7.128000e+01,8.100000e-01,5,25,3.733094e-01,1.245400e+01,3.733094e-01,3.776407e+00
7.128000e+01,8.100000e-01,5,30,3.724357e-01,1.246200e+01,3.724357e-01,3.778526e+00
7.128000e+01,8.100000e-01,5,35,3.733591e-01,1.253600e+01,3.733591e-01,3.776654e+00
7.128000e+01,8.100000e-01,5,40,3.729856e-01,1.253800e+01,3.729856e-01,3.771135e+00
7.128000e+01,8.100000e-01,5,45,3.678191e-01,1.263600e+01,3.678191e-01,3.793896e+00
7.128000e+01,8.100000e-01,5,50,3.732298e-01,1.250300e+01,3.732298e-01,3.769893e+00
7.128000e+01,8.100000e-01,5,55,3.733933e-01,1.249700e+01,3.733933e-01,3.763168e+00
7.128000e+01,8.100000e-01,5,60,3.731314e-01,1.250100e+01,3.731314e-01,3.771046e+00
7.128000e+01,8.100000e-01,5,65,3.729473e-01,1.248100e+01,3.729473e-01,3.760991e+00
7.128000e+01,8.100000e-01,5,70,3.730856e-01,1.242500e+01,3.730856e-01,3.766789e+00
7.128000e+01,8.100000e-01,5,75,3.732320e-01,1.246700e+01,3.732320e-01,3.762638e+00
7.128000e+01,8.100000e-01,5,80,3.732685e-01,1.242400e+01,3.732685e-01,3.765490e+00
7.128000e+01,8.100000e-01,5,85,3.730339e-01,1.245300e+01,3.730339e-01,3.761341e+00
7.128000e+01,8.100000e-01,5,90,3.731920e-01,1.245100e+01,3.731920e-01,3.765901e+00
7.128000e+01,8.100000e-01,5,95,3.731175e-01,1.245200e+01,3.731175e-01,3.762071e+00
7.128000e+01,8.100000e-01,5,100,3.729325e-01,1.247800e+01,3.729325e-01,3.767575e+00
7.128000e+01,8.100000e-01,5,105,3.728764e-01,1.251400e+01,3.728764e-01,3.761852e+00
7.128000e+01,8.100000e-01,5,110,3.730626e-01,1.252500e+01,3.730626e-01,3.769805e+00
7.128000e+01,8.100000e-01,5,115,3.731461e-01,1.251900e+01,3.731461e-01,3.761922e+00
7.128000e+01,8.100000e-01,5,120,3.729514e-01,1.252200e+01,3.729514e-01,3.766787e+00
7.128000e+01,8.100000e-01,5,125,3.728935e-01,1.247200e+01,3.728935e-01,3.758029e+00
7.128000e+01,8.100000e-01,5,130,3.728671e-01,1.245900e+01,3.728671e-01,3.763194e+00
7.128000e+01,8.100000e-01,5,135,3.711343e-01,1.254200e+01,3.711343e-01,3.776126e+00
7.128000e+01,8.100000e-01,5,140,3.728833e-01,1.251900e+01,3.728833e-01,3.762178e+00
7.128000e+01,8.100000e-01,5,145,3.728261e-01,1.250500e+01,3.728261e-01,3.766978e+00
7.128000e+01,8.100000e-01,5,150,3.728474e-01,1.246800e+01,3.728474e-01,3.759179e+00
7.128000e+01,8.100000e-01,5,155,3.727728e-01,1.251100e+01,3.727728e-01,3.764669e+00
7.128000e+01,8.100000e-01,5,160,3.729919e-01,1.253000e+01,3.729919e-01,3.770871e+00
7.128000e+01,8.100000e-01,5,165,3.727826e-01,1.248800e+01,3.727826e-01,3.760378e+00
7.128000e+01,8.100000e-01,5,170,3.727257e-01,1.247900e+01,3.727257e-01,3.764346e+00
7.128000e+01,8.100000e-01,5,175,3.727501e-01,1.252000e+01,3.727501e-01,3.767855e+00
7.128000e+01,8.100000e-01,5,180,3.729284e-01,1.250300e+01,3.729284e-01,3.762909e+00
7.128000e+01,8.100000e-01,5,185,3.729005e-01,1.248400e+01,3.729005e-01,3.766835e+00
7.128000e+01,8.100000e-01,5,190,3.726840e-01,1.252200e+01,3.726840e-01,3.765713e+00
7.128000e+01,8.100000e-01,5,195,3.727218e-01,1.250200e+01,3.727218e-01,3.762567e+00
7.128000e+01,8.100000e-01,5,200,3.726060e-01,1.247700e+01,3.726060e-01,3.765834e+00
7.128000e+01,8.100000e-01,5,205,3.726891e-01,1.252300e+01,3.726891e-01,3.766183e+00
7.128000e+01,8.100000e-01,5,210,3.728233e-01,1.249400e+01,3.728233e-01,3.763661e+00
7.128000e+01,8.100000e-01,5,215,3.726741e-01,1.248000e+01,3.726741e-01,3.766931e+00
7.128000e+01,8.100000e-01,5,220,3.725421e-01,1.251400e+01,3.725421e-01,3.766995e+00
7.128000e+01,8.100000e-01,5,225,3.725898e-01,1.247700e+01,3.725898e-01,3.761725e+00
7.128000e+01,8.100000e-01,5,230,3.725713e-01,1.249200e+01,3.725713e-01,3.766476e+00
7.128000e+01,8.100000e-01,5,235,3.728206e-01,1.250700e+01,3.728206e-01,3.771178e+00
7.128000e+01,8.100000e-01,5,240,3.726782e-01,1.248800e+01,3.726782e-01,3.763003e+00
7.128000e+01,8.100000e-01,5,245,3.726198e-01,1.252000e+01,3.726198e-01,3.766579e+00
7.128000e+01,8.100000e-01,5,250,3.725019e-01,1.249400e+01,3.725019e-01,3.768641e+00
7.128000e+01,8.100000e-01,5,255,3.725573e-01,1.251100e+01,3.725573e-01,3.762583e+00
7.128000e+01,8.100000e-01,5,260,3.725932e-01,1.249200e+01,3.725932e-01,3.764481e+00
7.128000e+01,8.100000e-01,5,265,3.725951e-01,1.248400e+01,3.725951e-01,3.768352e+00
7.128000e+01,8.100000e-01,5,270,3.726812e-01,1.251100e+01,3.726812e-01,3.767990e+00
7.128000e+01,8.100000e-01,5,275,3.724774e-01,1.248700e+01,3.724774e-01,3.763190e+00
7.128000e+01,8.100000e-01,5,280,3.724841e-01,1.251200e+01,3.724841e-01,3.766700e+00
7.128000e+01,8.100000e-01,5,285,3.724780e-01,1.248600e+01,3.724780e-01,3.768853e+00
7.128000e+01,8.100000e-01,5,290,3.725144e-01,1.250900e+01,3.725144e-01,3.763424e+00
7.128000e+01,8.100000e-01,5,295,3.726068e-01,1.249100e+01,3.726068e-01,3.765408e+00
7.128000e+01,8.100000e-01,5,300,3.724801e-01,1.250500e+01,3.724801e-01,3.768575e+00
7.128000e+01,8.100000e-01,5,305,3.726134e-01,1.249900e+01,3.726134e-01,3.770019e+00
7.128000e+01,8.100000e-01,5,310,3.724725e-01,1.250100e+01,3.724725e-01,3.763790e+00
7.128000e+01,8.100000e-01,5,315,3.725666e-01,1.249500e+01,3.725666e-01,3.765201e+00
7.128000e+01,8.100000e-01,5,320,3.724667e-01,1.249500e+01,3.724667e-01,3.767358e+00
7.128000e+01,8.100000e-01,5,325,3.726125e-01,1.250100e+01,3.726125e-01,3.767178e+00
7.128000e+01,8.100000e-01,5,330,3.726311e-01,1.250100e+01,3.726311e-01,3.763498e+00
7.128000e+01,8.100000e-01,5,335,3.726767e-01,1.250200e+01,3.726767e-01,3.765762e+00
7.128000e+01,8.100000e-01,5,340,3.726700e-01,1.249600e+01,3.726700e-01,3.767875e+00
7.128000e+01,8.100000e-01,5,345,3.725856e-01,1.250000e+01,3.725856e-01,3.765867e+00
7.128000e+01,8.100000e-01,5,350,3.725638e-01,1.250100e+01,3.725638e-01,3.762454e+00
7.128000e+01,8.100000e-01,5,355,3.725932e-01,1.249800e+01,3.725932e-01,3.764282e+00
7.128000e+01,8.100000e-01,5,360,3.725971e-01,1.249800e+01,3.725971e-01,3.767088e+00
7.128000e+01,8.100000e-01,5,365,3.727871e-01,1.249800e+01,3.727871e-01,3.766621e+00
7.128000e+01,8.100000e-01,5,370,3.726820e-01,1.250800e+01,3.726820e-01,3.763344e+00
7.128000e+01,8.100000e-01,5,375,3.727148e-01,1.249600e+01,3.727148e-01,3.765040e+00
7.128000e+01,8.100000e-01,5,380,3.726360e-01,1.250100e+01,3.726360e-01,3.767109e+00
7.128000e+01,8.100000e-01,5,385,3.725712e-01,1.249500e+01,3.725712e-01,3.766846e+00
7.128000e+01,8.100000e-01,5,390,3.725486e-01,1.250900e+01,3.725486e-01,3.762361e+00
7.128000e+01,8.100000e-01,5,395,3.726553e-01,1.249000e+01,3.726553e-01,3.763809e+00
7.128000e+01,8.100000e-01,5,400,3.726103e-01,1.250800e+01,3.726103e-01,3.766582e+00
7.128000e+01,8.100000e-01,5,405,3.727264e-01,1.249600e+01,3.727264e-01,3.768471e+00
7.128000e+01,8.100000e-01,5,410,3.727162e-01,1.250500e+01,3.727162e-01,3.763090e+00
7.128000e+01,8.100000e-01,5,415,3.725949e-01,1.249600e+01,3.725949e-01,3.763482e+00
7.128000e+01,8.100000e-01,5,420,3.725944e-01,1.250500e+01,3.725944e-01,3.765432e+00
7.128000e+01,8.100000e-01,5,425,3.725328e-01,1.249300e+01,3.725328e-01,3.766569e+00
7.128000e+01,8.100000e-01,5,430,3.726027e-01,1.249700e+01,3.726027e-01,3.763338e+00
7.128000e+01,8.100000e-01,5,435,3.725536e-01,1.250500e+01,3.725536e-01,3.762784e+00
7.128000e+01,8.100000e-01,5,440,3.725925e-01,1.249400e+01,3.725925e-01,3.764769e+00
7.128000e+01,8.100000e-01,5,445,3.726962e-01,1.250700e+01,3.726962e-01,3.767436e+00
7.128000e+01,8.100000e-01,5,450,3.727204e-01,1.249700e+01,3.727204e-01,3.767937e+00
7.128000e+01,8.100000e-01,5,455,3.726883e-01,1.250300e+01,3.726883e-01,3.762893e+00
7.128000e+01,8.100000e-01,5,460,3.725836e-01,1.249900e+01,3.725836e-01,3.763902e+00
7.128000e+01,8.100000e-01,5,465,3.725906e-01,1.250200e+01,3.725906e-01,3.765520e+00
7.128000e+01,8.100000e-01,5,470,3.725338e-01,1.249700e+01,3.725338e-01,3.766951e+00
7.128000e+01,8.100000e-01,5,475,3.725415e-01,1.249700e+01,3.725415e-01,3.763691e+00
7.128000e+01,8.100000e-01,5,480,3.726561e-01,1.250500e+01,3.726561e-01,3.763407e+00
7.128000e+01,8.100000e-01,5,485,3.726600e-01,1.249700e+01,3.726600e-01,3.764969e+00
7.128000e+01,8.100000e-01,5,490,3.726571e-01,1.250700e+01,3.726571e-01,3.767036e+00
7.128000e+01,8.100000e-01,5,495,3.725766e-01,1.249400e+01,3.725766e-01,3.767625e+00
7.128000e+01,8.100000e-01,5,500,3.726093e-01,1.249800e+01,3.726093e-01,3.762855e+00
7.209000e+01,8.100000e-01,5,5,3.727279e-01,1.255600e+01,3.727279e-01,3.823795e+00
7.209000e+01,8.100000e-01,5,10,3.726952e-01,1.252100e+01,3.726952e-01,3.826362e+00
7.209000e+01,8.100000e-01,5,15,3.727856e-01,1.261500e+01,3.727856e-01,3.828243e+00
7.209000e+01,8.100000e-01,5,20,3.735571e-01,1.263500e+01,3.735571e-01,3.828957e+00
7.209000e+01,8.100000e-01,5,25,3.731636e-01,1.250500e+01,3.731636e-01,3.828129e+00
7.209000e+01,8.100000e-01,5,30,3.729592e-01,1.250500e+01,3.729592e-01,3.832719e+00
7.209000e+01,8.100000e-01,5,35,3.731718e-01,1.262900e+01,3.731718e-01,3.832986e+00
7.209000e+01,8.100000e-01,5,40,3.730159e-01,1.256900e+01,3.730159e-01,3.823296e+00
7.209000e+01,8.100000e-01,5,45,3.735042e-01,1.257000e+01,3.735042e-01,3.825656e+00
7.209000e+01,8.100000e-01,5,50,3.732888e-01,1.264300e+01,3.732888e-01,3.826013e+00
7.209000e+01,8.100000e-01,5,55,3.731606e-01,1.261200e+01,3.731606e-01,3.817822e+00
7.209000e+01,8.100000e-01,5,60,3.733841e-01,1.250000e+01,3.733841e-01,3.823151e+00
7.209000e+01,8.100000e-01,5,65,3.731870e-01,1.254600e+01,3.731870e-01,3.815607e+00
7.209000e+01,8.100000e-01,5,70,3.701153e-01,1.267900e+01,3.701153e-01,3.832448e+00
7.209000e+01,8.100000e-01,5,75,3.734226e-01,1.255700e+01,3.734226e-01,3.818394e+00
7.209000e+01,8.100000e-01,5,80,3.731826e-01,1.253600e+01,3.731826e-01,3.812004e+00
7.209000e+01,8.100000e-01,5,85,3.731709e-01,1.257100e+01,3.731709e-01,3.817190e+00
7.209000e+01,8.100000e-01,5,90,3.734245e-01,1.251500e+01,3.734245e-01,3.812733e+00
7.209000e+01,8.100000e-01,5,95,3.732712e-01,1.255200e+01,3.732712e-01,3.817885e+00
7.209000e+01,8.100000e-01,5,100,3.729523e-01,1.253600e+01,3.729523e-01,3.813149e+00
7.209000e+01,8.100000e-01,5,105,3.728403e-01,1.251000e+01,3.728403e-01,3.814646e+00
7.209000e+01,8.100000e-01,5,110,3.732094e-01,1.254400e+01,3.732094e-01,3.822305e+00
7.209000e+01,8.100000e-01,5,115,3.729575e-01,1.261100e+01,3.729575e-01,3.816592e+00
7.209000e+01,8.100000e-01,5,120,3.728863e-01,1.258200e+01,3.728863e-01,3.821949e+00
7.209000e+01,8.100000e-01,5,125,3.730406e-01,1.256200e+01,3.730406e-01,3.813102e+00
7.209000e+01,8.100000e-01,5,130,3.730501e-01,1.255300e+01,3.730501e-01,3.819660e+00
7.209000e+01,8.100000e-01,5,135,3.729912e-01,1.254400e+01,3.729912e-01,3.813606e+00
7.209000e+01,8.100000e-01,5,140,3.727633e-01,1.258400e+01,3.727633e-01,3.817217e+00
7.209000e+01,8.100000e-01,5,145,3.726862e-01,1.259700e+01,3.726862e-01,3.822056e+00
7.209000e+01,8.100000e-01,5,150,3.730100e-01,1.256600e+01,3.730100e-01,3.814344e+00
7.209000e+01,8.100000e-01,5,155,3.729384e-01,1.253600e+01,3.729384e-01,3.819396e+00
7.209000e+01,8.100000e-01,5,160,3.727885e-01,1.256500e+01,3.727885e-01,3.818110e+00
7.209000e+01,8.100000e-01,5,165,3.726989e-01,1.257800e+01,3.726989e-01,3.815868e+00
7.209000e+01,8.100000e-01,5,170,3.727149e-01,1.255000e+01,3.727149e-01,3.819820e+00
7.209000e+01,8.100000e-01,5,175,3.727077e-01,1.254900e+01,3.727077e-01,3.813895e+00
7.209000e+01,8.100000e-01,5,180,3.727880e-01,1.258600e+01,3.727880e-01,3.818538e+00
7.209000e+01,8.100000e-01,5,185,3.728978e-01,1.256700e+01,3.728978e-01,3.822420e+00
7.209000e+01,8.100000e-01,5,190,3.726696e-01,1.254000e+01,3.726696e-01,3.813484e+00
7.209000e+01,8.100000e-01,5,195,3.726346e-01,1.258000e+01,3.726346e-01,3.818051e+00
7.209000e+01,8.100000e-01,5,200,3.727442e-01,1.256600e+01,3.727442e-01,3.822144e+00
7.209000e+01,8.100000e-01,5,205,3.727418e-01,1.255600e+01,3.727418e-01,3.815143e+00
7.209000e+01,8.100000e-01,5,210,3.727261e-01,1.258500e+01,3.727261e-01,3.819347e+00
7.209000e+01,8.100000e-01,5,215,3.726870e-01,1.256500e+01,3.726870e-01,3.822185e+00
7.209000e+01,8.100000e-01,5,220,3.725064e-01,1.257500e+01,3.725064e-01,3.814691e+00
7.209000e+01,8.100000e-01,5,225,3.726003e-01,1.258700e+01,3.726003e-01,3.818239e+00
7.209000e+01,8.100000e-01,5,230,3.726927e-01,1.256000e+01,3.726927e-01,3.822027e+00
7.209000e+01,8.100000e-01,5,235,3.727601e-01,1.258600e+01,3.727601e-01,3.817308e+00
7.209000e+01,8.100000e-01,5,240,3.726610e-01,1.256100e+01,3.726610e-01,3.817622e+00
7.209000e+01,8.100000e-01,5,245,3.725730e-01,1.254800e+01,3.725730e-01,3.820430e+00
7.209000e+01,8.100000e-01,5,250,3.725345e-01,1.257500e+01,3.725345e-01,3.819840e+00
7.209000e+01,8.100000e-01,5,255,3.725599e-01,1.255200e+01,3.725599e-01,3.816007e+00
7.209000e+01,8.100000e-01,5,260,3.725288e-01,1.258400e+01,3.725288e-01,3.820887e+00
7.209000e+01,8.100000e-01,5,265,3.727390e-01,1.257100e+01,3.727390e-01,3.824107e+00
7.209000e+01,8.100000e-01,5,270,3.726121e-01,1.257600e+01,3.726121e-01,3.817275e+00
7.209000e+01,8.100000e-01,5,275,3.724774e-01,1.256400e+01,3.724774e-01,3.818416e+00
7.209000e+01,8.100000e-01,5,280,3.723807e-01,1.255000e+01,3.723807e-01,3.820999e+00
7.209000e+01,8.100000e-01,5,285,3.676516e-01,1.271400e+01,3.676516e-01,3.833762e+00
7.209000e+01,8.100000e-01,5,290,3.724957e-01,1.255800e+01,3.724957e-01,3.817474e+00
7.209000e+01,8.100000e-01,5,295,3.725634e-01,1.258000e+01,3.725634e-01,3.821350e+00
7.209000e+01,8.100000e-01,5,300,3.726302e-01,1.255700e+01,3.726302e-01,3.823583e+00
7.209000e+01,8.100000e-01,5,305,3.724594e-01,1.258000e+01,3.724594e-01,3.817246e+00
7.209000e+01,8.100000e-01,5,310,3.723648e-01,1.255800e+01,3.723648e-01,3.817783e+00
7.209000e+01,8.100000e-01,5,315,3.723775e-01,1.257500e+01,3.723775e-01,3.820502e+00
7.209000e+01,8.100000e-01,5,320,3.725352e-01,1.256300e+01,3.725352e-01,3.822831e+00
7.209000e+01,8.100000e-01,5,325,3.726454e-01,1.258000e+01,3.726454e-01,3.817003e+00
7.209000e+01,8.100000e-01,5,330,3.727377e-01,1.256500e+01,3.727377e-01,3.818697e+00
7.209000e+01,8.100000e-01,5,335,3.727311e-01,1.257600e+01,3.727311e-01,3.821438e+00
7.209000e+01,8.100000e-01,5,340,3.726640e-01,1.256600e+01,3.726640e-01,3.821917e+00
7.209000e+01,8.100000e-01,5,345,3.726012e-01,1.257900e+01,3.726012e-01,3.816011e+00
7.209000e+01,8.100000e-01,5,350,3.726122e-01,1.256300e+01,3.726122e-01,3.817416e+00
7.209000e+01,8.100000e-01,5,355,3.725838e-01,1.257300e+01,3.725838e-01,3.820208e+00
7.209000e+01,8.100000e-01,5,360,3.727160e-01,1.256600e+01,3.727160e-01,3.821759e+00
7.209000e+01,8.100000e-01,5,365,3.726355e-01,1.258100e+01,3.726355e-01,3.816620e+00
7.209000e+01,8.100000e-01,5,370,3.727502e-01,1.256300e+01,3.727502e-01,3.817919e+00
7.209000e+01,8.100000e-01,5,375,3.726349e-01,1.257600e+01,3.726349e-01,3.820340e+00
7.209000e+01,8.100000e-01,5,380,3.726475e-01,1.256400e+01,3.726475e-01,3.821545e+00
7.209000e+01,8.100000e-01,5,385,3.725412e-01,1.257700e+01,3.725412e-01,3.815367e+00
7.209000e+01,8.100000e-01,5,390,3.724938e-01,1.255900e+01,3.724938e-01,3.816443e+00
7.209000e+01,8.100000e-01,5,395,3.726010e-01,1.257700e+01,3.726010e-01,3.819647e+00
7.209000e+01,8.100000e-01,5,400,3.727678e-01,1.256500e+01,3.727678e-01,3.821775e+00
7.209000e+01,8.100000e-01,5,405,3.727094e-01,1.257300e+01,3.727094e-01,3.816400e+00
7.209000e+01,8.100000e-01,5,410,3.726804e-01,1.256800e+01,3.726804e-01,3.817216e+00
7.209000e+01,8.100000e-01,5,415,3.726113e-01,1.257500e+01,3.726113e-01,3.819025e+00
7.209000e+01,8.100000e-01,5,420,3.725583e-01,1.256400e+01,3.725583e-01,3.820349e+00
7.209000e+01,8.100000e-01,5,425,3.725410e-01,1.256700e+01,3.725410e-01,3.816855e+00
7.209000e+01,8.100000e-01,5,430,3.725879e-01,1.257600e+01,3.725879e-01,3.816284e+00
7.209000e+01,8.100000e-01,5,435,3.726196e-01,1.256400e+01,3.726196e-01,3.817939e+00
7.209000e+01,8.100000e-01,5,440,3.726533e-01,1.257600e+01,3.726533e-01,3.820853e+00
7.209000e+01,8.100000e-01,5,445,3.726845e-01,1.256600e+01,3.726845e-01,3.821384e+00
7.209000e+01,8.100000e-01,5,450,3.726314e-01,1.257400e+01,3.726314e-01,3.816253e+00
7.209000e+01,8.100000e-01,5,455,3.725568e-01,1.256800e+01,3.725568e-01,3.817025e+00
7.209000e+01,8.100000e-01,5,460,3.726012e-01,1.257100e+01,3.726012e-01,3.818932e+00
7.209000e+01,8.100000e-01,5,465,3.724904e-01,1.256700e+01,3.724904e-01,3.820428e+00
7.209000e+01,8.100000e-01,5,470,3.725103e-01,1.256600e+01,3.725103e-01,3.816694e+00
7.209000e+01,8.100000e-01,5,475,3.726384e-01,1.257500e+01,3.726384e-01,3.816825e+00
7.209000e+01,8.100000e-01,5,480,3.726753e-01,1.256500e+01,3.726753e-01,3.818555e+00
7.209000e+01,8.100000e-01,5,485,3.726677e-01,1.257700e+01,3.726677e-01,3.820693e+00
7.209000e+01,8.100000e-01,5,490,3.726474e-01,1.256500e+01,3.726474e-01,3.821326e+00
7.209000e+01,8.100000e-01,5,495,3.725918e-01,1.256900e+01,3.725918e-01,3.816227e+00
7.209000e+01,8.100000e-01,5,500,3.725427e-01,1.257100e+01,3.725427e-01,3.816703e+00
7.290000e+01,8.100000e-01,5,5,3.725970e-01,1.262800e+01,3.725970e-01,3.877870e+00
7.290000e+01,8.100000e-01,5,10,3.731729e-01,1.261500e+01,3.731729e-01,3.880574e+00
7.290000e+01,8.100000e-01,5,15,3.727758e-01,1.268500e+01,3.727758e-01,3.880222e+00
7.290000e+01,8.100000e-01,5,20,3.731420e-01,1.271200e+01,3.731420e-01,3.882555e+00
7.290000e+01,8.100000e-01,5,25,3.730216e-01,1.260200e+01,3.730216e-01,3.880685e+00
7.290000e+01,8.100000e-01,5,30,3.733980e-01,1.260200e+01,3.733980e-01,3.886747e+00
7.290000e+01,8.100000e-01,5,35,3.730812e-01,1.264600e+01,3.730812e-01,3.887196e+00
7.290000e+01,8.100000e-01,5,40,3.730528e-01,1.258400e+01,3.730528e-01,3.877019e+00
7.290000e+01,8.100000e-01,5,45,3.736039e-01,1.261900e+01,3.736039e-01,3.876106e+00
7.290000e+01,8.100000e-01,5,50,3.729430e-01,1.268000e+01,3.729430e-01,3.879228e+00
7.290000e+01,8.100000e-01,5,55,3.730425e-01,1.262600e+01,3.730425e-01,3.870592e+00
7.290000e+01,8.100000e-01,5,60,3.735077e-01,1.258200e+01,3.735077e-01,3.875990e+00
7.290000e+01,8.100000e-01,5,65,3.733019e-01,1.259200e+01,3.733019e-01,3.870854e+00
7.290000e+01,8.100000e-01,5,70,3.735778e-01,1.263500e+01,3.735778e-01,3.867635e+00
7.290000e+01,8.100000e-01,5,75,3.735463e-01,1.263000e+01,3.735463e-01,3.874874e+00
7.290000e+01,8.100000e-01,5,80,3.731728e-01,1.266000e+01,3.731728e-01,3.866280e+00
7.290000e+01,8.100000e-01,5,85,3.731302e-01,1.264300e+01,3.731302e-01,3.873446e+00
7.290000e+01,8.100000e-01,5,90,3.735624e-01,1.265900e+01,3.735624e-01,3.867679e+00
7.290000e+01,8.100000e-01,5,95,3.733259e-01,1.264700e+01,3.733259e-01,3.873857e+00
7.290000e+01,8.100000e-01,5,100,3.729890e-01,1.260100e+01,3.729890e-01,3.864589e+00
7.290000e+01,8.100000e-01,5,105,3.730967e-01,1.263200e+01,3.730967e-01,3.871292e+00
7.290000e+01,8.100000e-01,5,110,3.732387e-01,1.261400e+01,3.732387e-01,3.867629e+00
7.290000e+01,8.100000e-01,5,115,3.729391e-01,1.258800e+01,3.729391e-01,3.869221e+00
7.290000e+01,8.100000e-01,5,120,3.727299e-01,1.261800e+01,3.727299e-01,3.874214e+00
7.290000e+01,8.100000e-01,5,125,3.729109e-01,1.267300e+01,3.729109e-01,3.869315e+00
7.290000e+01,8.100000e-01,5,130,3.730603e-01,1.267200e+01,3.730603e-01,3.876400e+00
7.290000e+01,8.100000e-01,5,135,3.730606e-01,1.262400e+01,3.730606e-01,3.867005e+00
7.290000e+01,8.100000e-01,5,140,3.728938e-01,1.260000e+01,3.728938e-01,3.870851e+00
7.290000e+01,8.100000e-01,5,145,3.727112e-01,1.262100e+01,3.727112e-01,3.871538e+00
7.290000e+01,8.100000e-01,5,150,3.728643e-01,1.265500e+01,3.728643e-01,3.870188e+00
7.290000e+01,8.100000e-01,5,155,3.731060e-01,1.265000e+01,3.731060e-01,3.876226e+00
7.290000e+01,8.100000e-01,5,160,3.727898e-01,1.260400e+01,3.727898e-01,3.866268e+00
7.290000e+01,8.100000e-01,5,165,3.726673e-01,1.264700e+01,3.726673e-01,3.871191e+00
7.290000e+01,8.100000e-01,5,170,3.727227e-01,1.267000e+01,3.727227e-01,3.876812e+00
7.290000e+01,8.100000e-01,5,175,3.695024e-01,1.280000e+01,3.695024e-01,3.875962e+00
7.290000e+01,8.100000e-01,5,180,3.727890e-01,1.262300e+01,3.727890e-01,3.873006e+00
7.290000e+01,8.100000e-01,5,185,3.727498e-01,1.266700e+01,3.727498e-01,3.876174e+00
7.290000e+01,8.100000e-01,5,190,3.727061e-01,1.262800e+01,3.727061e-01,3.868173e+00
7.290000e+01,8.100000e-01,5,195,3.725411e-01,1.261500e+01,3.725411e-01,3.872337e+00
7.290000e+01,8.100000e-01,5,200,3.727871e-01,1.266200e+01,3.727871e-01,3.874959e+00
7.290000e+01,8.100000e-01,5,205,3.728230e-01,1.262500e+01,3.728230e-01,3.869950e+00
7.290000e+01,8.100000e-01,5,210,3.726423e-01,1.262100e+01,3.726423e-01,3.873461e+00
