t1,d1,v1,u,u_max
2.760000e+00,-5.528860e-01,4.975552e-01,0,-7.662992e+00
2.770000e+00,-5.478714e-01,5.053900e-01,0,-7.498858e+00
2.780000e+00,-5.427777e-01,5.133936e-01,0,-7.331788e+00
2.790000e+00,-5.376029e-01,5.215789e-01,0,-7.161644e+00
2.800000e+00,-5.323454e-01,5.299522e-01,0,-6.988341e+00
2.810000e+00,-5.270033e-01,5.385126e-01,0,-6.811847e+00
2.820000e+00,-5.215746e-01,5.472520e-01,0,-6.632185e+00
2.830000e+00,-5.160577e-01,5.561556e-01,0,-6.449433e+00
2.840000e+00,-5.104510e-01,5.652021e-01,0,-6.263723e+00
2.850000e+00,-5.047533e-01,5.743641e-01,0,-6.075237e+00
2.860000e+00,-4.989635e-01,5.836090e-01,0,-5.884205e+00
2.870000e+00,-4.930809e-01,5.928999e-01,0,-5.690896e+00
2.880000e+00,-4.871054e-01,6.021961e-01,0,-5.495617e+00
2.890000e+00,-4.810371e-01,6.114546e-01,0,-5.298700e+00
2.900000e+00,-4.748766e-01,6.206309e-01,0,-5.100499e+00
2.910000e+00,-4.686249e-01,6.296802e-01,0,-4.901379e+00
2.920000e+00,-4.622836e-01,6.385586e-01,0,-4.701707e+00
2.930000e+00,-4.558545e-01,6.472241e-01,0,-4.501846e+00
2.940000e+00,-4.493399e-01,6.556375e-01,0,-4.302143e+00
2.950000e+00,-4.427427e-01,6.637638e-01,0,-4.102924e+00
2.960000e+00,-4.360657e-01,6.715725e-01,0,-3.904485e+00
2.970000e+00,-4.293124e-01,6.790389e-01,0,-3.707083e+00
2.980000e+00,-4.224862e-01,6.861442e-01,0,-3.510936e+00
2.990000e+00,-4.155907e-01,6.928763e-01,0,-3.316213e+00
3,-4.086299e-01,6.992298e-01,0,-3.123033e+00
3.010000e+00,-4.016074e-01,7.052064e-01,0,-2.931463e+00
3.020000e+00,-3.945270e-01,7.108142e-01,0,-2.741516e+00
3.030000e+00,-3.873923e-01,7.160684e-01,0,-2.553153e+00
3.040000e+00,-3.802067e-01,7.209900e-01,0,-2.366284e+00
3.050000e+00,-3.729735e-01,7.256056e-01,0,-2.180770e+00
3.060000e+00,-3.656955e-01,7.299466e-01,0,-1.996432e+00
3.070000e+00,-3.583754e-01,7.340483e-01,0,-1.813051e+00
3.080000e+00,-3.510152e-01,7.379493e-01,0,-1.630380e+00
3.090000e+00,-3.436169e-01,7.416900e-01,0,-1.448144e+00
3.100000e+00,-3.361818e-01,7.453118e-01,0,-1.266057e+00
3.110000e+00,-3.287109e-01,7.488559e-01,0,-1.083822e+00
3.120000e+00,-3.212048e-01,7.523622e-01,0,-9.011448e-01
3.130000e+00,-3.136637e-01,7.558687e-01,0,-7.177400e-01
3.140000e+00,-3.060874e-01,7.594097e-01,0,-5.333393e-01
3.150000e+00,-2.984753e-01,7.630157e-01,0,-3.476996e-01
3.160000e+00,-2.908267e-01,7.667120e-01,0,-1.606096e-01
3.170000e+00,-2.831407e-01,7.705186e-01,0,2.810357e-02
3.180000e+00,-2.754160e-01,7.744492e-01,0,2.185700e-01
3.190000e+00,-2.676513e-01,7.785112e-01,0,4.108724e-01
3.200000e+00,-2.598453e-01,7.827051e-01,0,6.050435e-01
3.210000e+00,-2.519967e-01,7.870252e-01,0,8.010647e-01
3.220000e+00,-2.441044e-01,7.914589e-01,0,9.988659e-01
3.230000e+00,-2.361672e-01,7.959877e-01,0,1.198326e+00
3.240000e+00,-2.281844e-01,8.005873e-01,0,1.399277e+00
3.250000e+00,-2.201554e-01,8.052285e-01,0,1.601506e+00
3.260000e+00,-2.120798e-01,8.098776e-01,0,1.804761e+00
3.270000e+00,-2.039579e-01,8.144976e-01,0,2.008755e+00
3.280000e+00,-1.957901e-01,8.190490e-01,0,2.213177e+00
3.290000e+00,-1.875773e-01,8.234909e-01,0,2.417693e+00
3.300000e+00,-1.793208e-01,8.277819e-01,0,2.621959e+00
3.310000e+00,-1.710223e-01,8.318811e-01,0,2.825627e+00
3.320000e+00,-1.626839e-01,8.357496e-01,0,3.028355e+00
3.330000e+00,-1.543082e-01,8.393508e-01,0,3.229809e+00
3.340000e+00,-1.458979e-01,8.426519e-01,0,3.429681e+00
3.350000e+00,-1.374562e-01,8.456244e-01,0,3.627686e+00
3.360000e+00,-1.289866e-01,8.482449e-01,0,3.823574e+00
3.370000e+00,-1.204926e-01,8.504957e-01,0,4.017135e+00
3.380000e+00,-1.119780e-01,8.523653e-01,0,4.208201e+00
3.390000e+00,-1.034466e-01,8.538484e-01,0,4.396654e+00
3.400000e+00,-9.490227e-02,8.549463e-01,0,4.582422e+00
3.410000e+00,-8.634890e-02,8.556668e-01,0,4.765486e+00
3.420000e+00,-7.779015e-02,8.560238e-01,0,4.945876e+00
3.430000e+00,-6.922957e-02,8.560369e-01,0,5.123669e+00
3.440000e+00,-6.067047e-02,8.557313e-01,0,5.298988e+00
3.450000e+00,-5.211591e-02,8.551366e-01,0,5.471997e+00
3.460000e+00,-4.356859e-02,8.542863e-01,0,5.642897e+00
3.470000e+00,-3.503091e-02,8.532170e-01,0,5.811919e+00
3.480000e+00,-2.650486e-02,8.519672e-01,0,5.979315e+00
3.490000e+00,-1.799204e-02,8.505765e-01,0,6.145357e+00
3.500000e+00,-9.493664e-03,8.490843e-01,0,6.310322e+00
3.510000e+00,-1.010558e-03,8.475294e-01,0,6.474489e+00
3.520000e+00,7.456838e-03,8.459484e-01,5.000000e-02,6.638130e+00
3.530000e+00,1.588392e-02,8.394741e-01,5.000000e-02,6.763432e+00
3.540000e+00,2.424651e-02,8.330568e-01,5.000000e-02,6.887832e+00
3.550000e+00,3.254539e-02,8.267380e-01,5.000000e-02,7.011664e+00
3.560000e+00,4.078172e-02,8.205529e-01,5.000000e-02,7.135223e+00
3.570000e+00,4.895699e-02,8.145299e-01,5.000000e-02,7.258757e+00
3.580000e+00,5.707293e-02,8.086899e-01,5.000000e-02,7.382462e+00
3.590000e+00,6.513144e-02,8.030456e-01,5.000000e-02,7.506474e+00
3.600000e+00,7.313450e-02,7.976012e-01,5.000000e-02,7.630868e+00
3.610000e+00,8.108411e-02,7.923527e-01,5.000000e-02,7.755654e+00
3.620000e+00,8.898217e-02,7.872876e-01,5.000000e-02,7.880775e+00
3.630000e+00,9.683041e-02,7.823856e-01,5.000000e-02,8.006112e+00
3.640000e+00,1.046303e-01,7.776191e-01,5.000000e-02,8.131485e+00
3.650000e+00,1.123831e-01,7.729539e-01,5.000000e-02,8.256655e+00
3.660000e+00,1.200896e-01,7.683499e-01,5.000000e-02,8.381334e+00
